Hatch: LEVEL3 | Charge: REGULAR_CHARGE | Species: SAME_SPECIES | Level: 1 | Clone: 0 | Experience: 0.54
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 47 | Clone: 28 | Experience: 4.99
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 47 | Clone: 29 | Experience: 5.05
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 47 | Clone: 30 | Experience: 5.11
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 48 | Clone: 0 | Experience: 3.41
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 48 | Clone: 1 | Experience: 3.46
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 48 | Clone: 2 | Experience: 3.52
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 48 | Clone: 3 | Experience: 3.58
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 48 | Clone: 4 | Experience: 3.63
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 48 | Clone: 5 | Experience: 3.69
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 48 | Clone: 6 | Experience: 3.75
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 48 | Clone: 7 | Experience: 3.81
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 48 | Clone: 8 | Experience: 3.86
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 48 | Clone: 9 | Experience: 3.92
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 48 | Clone: 10 | Experience: 3.98
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 48 | Clone: 11 | Experience: 4.03
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 48 | Clone: 12 | Experience: 4.09
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 48 | Clone: 13 | Experience: 4.15
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 48 | Clone: 14 | Experience: 4.21
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 48 | Clone: 15 | Experience: 4.26
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 48 | Clone: 16 | Experience: 4.32
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 48 | Clone: 17 | Experience: 4.38
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 48 | Clone: 18 | Experience: 4.43
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 48 | Clone: 19 | Experience: 4.49
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 48 | Clone: 20 | Experience: 4.55
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 48 | Clone: 21 | Experience: 4.61
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 48 | Clone: 22 | Experience: 4.66
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 48 | Clone: 23 | Experience: 4.72
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 48 | Clone: 24 | Experience: 4.78
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 48 | Clone: 25 | Experience: 4.83
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 48 | Clone: 26 | Experience: 4.89
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 48 | Clone: 27 | Experience: 4.95
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 48 | Clone: 28 | Experience: 5.01
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 48 | Clone: 29 | Experience: 5.06
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 48 | Clone: 30 | Experience: 5.12
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 49 | Clone: 0 | Experience: 3.42
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 49 | Clone: 1 | Experience: 3.47
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 49 | Clone: 2 | Experience: 3.53
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 49 | Clone: 3 | Experience: 3.59
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 49 | Clone: 4 | Experience: 3.65
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 49 | Clone: 5 | Experience: 3.7
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 49 | Clone: 6 | Experience: 3.76
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 49 | Clone: 7 | Experience: 3.82
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 49 | Clone: 8 | Experience: 3.87
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 49 | Clone: 9 | Experience: 3.93
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 49 | Clone: 10 | Experience: 3.99
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 49 | Clone: 11 | Experience: 4.05
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 49 | Clone: 12 | Experience: 4.1
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 49 | Clone: 13 | Experience: 4.16
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 49 | Clone: 14 | Experience: 4.22
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 49 | Clone: 15 | Experience: 4.27
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 49 | Clone: 16 | Experience: 4.33
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 49 | Clone: 17 | Experience: 4.39
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 49 | Clone: 18 | Experience: 4.45
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 49 | Clone: 19 | Experience: 4.5
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 49 | Clone: 20 | Experience: 4.56
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 49 | Clone: 21 | Experience: 4.62
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 49 | Clone: 22 | Experience: 4.67
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 49 | Clone: 23 | Experience: 4.73
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 49 | Clone: 24 | Experience: 4.79
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 49 | Clone: 25 | Experience: 4.85
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 49 | Clone: 26 | Experience: 4.9
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 49 | Clone: 27 | Experience: 4.96
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 49 | Clone: 28 | Experience: 5.02
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 49 | Clone: 29 | Experience: 5.07
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 49 | Clone: 30 | Experience: 5.13
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 50 | Clone: 0 | Experience: 3.43
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 50 | Clone: 1 | Experience: 3.49
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 50 | Clone: 2 | Experience: 3.54
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 50 | Clone: 3 | Experience: 3.6
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 50 | Clone: 4 | Experience: 3.66
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 50 | Clone: 5 | Experience: 3.71
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 50 | Clone: 6 | Experience: 3.77
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 50 | Clone: 7 | Experience: 3.83
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 50 | Clone: 8 | Experience: 3.89
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 50 | Clone: 9 | Experience: 3.94
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 50 | Clone: 10 | Experience: 4.0
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 50 | Clone: 11 | Experience: 4.06
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 50 | Clone: 12 | Experience: 4.11
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 50 | Clone: 13 | Experience: 4.17
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 50 | Clone: 14 | Experience: 4.23
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 50 | Clone: 15 | Experience: 4.29
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 50 | Clone: 16 | Experience: 4.34
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 50 | Clone: 17 | Experience: 4.4
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 50 | Clone: 18 | Experience: 4.46
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 50 | Clone: 19 | Experience: 4.51
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 50 | Clone: 20 | Experience: 4.57
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 50 | Clone: 21 | Experience: 4.63
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 50 | Clone: 22 | Experience: 4.69
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 50 | Clone: 23 | Experience: 4.74
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 50 | Clone: 24 | Experience: 4.8
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 50 | Clone: 25 | Experience: 4.86
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 50 | Clone: 26 | Experience: 4.91
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 50 | Clone: 27 | Experience: 4.97
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 50 | Clone: 28 | Experience: 5.03
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 50 | Clone: 29 | Experience: 5.09
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 50 | Clone: 30 | Experience: 5.14
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 51 | Clone: 0 | Experience: 3.44
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 51 | Clone: 1 | Experience: 3.5
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 51 | Clone: 2 | Experience: 3.55
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 51 | Clone: 3 | Experience: 3.61
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 51 | Clone: 4 | Experience: 3.67
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 51 | Clone: 5 | Experience: 3.73
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 51 | Clone: 6 | Experience: 3.78
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 51 | Clone: 7 | Experience: 3.84
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 51 | Clone: 8 | Experience: 3.9
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 51 | Clone: 9 | Experience: 3.95
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 51 | Clone: 10 | Experience: 4.01
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 51 | Clone: 11 | Experience: 4.07
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 51 | Clone: 12 | Experience: 4.13
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 51 | Clone: 13 | Experience: 4.18
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 51 | Clone: 14 | Experience: 4.24
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 51 | Clone: 15 | Experience: 4.3
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 51 | Clone: 16 | Experience: 4.35
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 51 | Clone: 17 | Experience: 4.41
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 51 | Clone: 18 | Experience: 4.47
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 51 | Clone: 19 | Experience: 4.53
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 51 | Clone: 20 | Experience: 4.58
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 51 | Clone: 21 | Experience: 4.64
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 51 | Clone: 22 | Experience: 4.7
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 51 | Clone: 23 | Experience: 4.75
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 51 | Clone: 24 | Experience: 4.81
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 51 | Clone: 25 | Experience: 4.87
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 51 | Clone: 26 | Experience: 4.93
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 51 | Clone: 27 | Experience: 4.98
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 51 | Clone: 28 | Experience: 5.04
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 51 | Clone: 29 | Experience: 5.1
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 51 | Clone: 30 | Experience: 5.15
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 52 | Clone: 0 | Experience: 3.45
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 52 | Clone: 1 | Experience: 3.51
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 52 | Clone: 2 | Experience: 3.57
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 52 | Clone: 3 | Experience: 3.62
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 52 | Clone: 4 | Experience: 3.68
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 52 | Clone: 5 | Experience: 3.74
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 52 | Clone: 6 | Experience: 3.79
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 52 | Clone: 7 | Experience: 3.85
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 52 | Clone: 8 | Experience: 3.91
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 52 | Clone: 9 | Experience: 3.97
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 52 | Clone: 10 | Experience: 4.02
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 52 | Clone: 11 | Experience: 4.08
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 52 | Clone: 12 | Experience: 4.14
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 52 | Clone: 13 | Experience: 4.19
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 52 | Clone: 14 | Experience: 4.25
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 52 | Clone: 15 | Experience: 4.31
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 52 | Clone: 16 | Experience: 4.37
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 52 | Clone: 17 | Experience: 4.42
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 52 | Clone: 18 | Experience: 4.48
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 52 | Clone: 19 | Experience: 4.54
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 52 | Clone: 20 | Experience: 4.59
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 52 | Clone: 21 | Experience: 4.65
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 52 | Clone: 22 | Experience: 4.71
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 52 | Clone: 23 | Experience: 4.77
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 52 | Clone: 24 | Experience: 4.82
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 52 | Clone: 25 | Experience: 4.88
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 52 | Clone: 26 | Experience: 4.94
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 52 | Clone: 27 | Experience: 4.99
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 52 | Clone: 28 | Experience: 5.05
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 52 | Clone: 29 | Experience: 5.11
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 52 | Clone: 30 | Experience: 5.17
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 53 | Clone: 0 | Experience: 3.46
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 53 | Clone: 1 | Experience: 3.52
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 53 | Clone: 2 | Experience: 3.58
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 53 | Clone: 3 | Experience: 3.63
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 53 | Clone: 4 | Experience: 3.69
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 53 | Clone: 5 | Experience: 3.75
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 53 | Clone: 6 | Experience: 3.81
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 53 | Clone: 7 | Experience: 3.86
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 53 | Clone: 8 | Experience: 3.92
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 53 | Clone: 9 | Experience: 3.98
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 53 | Clone: 10 | Experience: 4.03
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 53 | Clone: 11 | Experience: 4.09
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 53 | Clone: 12 | Experience: 4.15
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 53 | Clone: 13 | Experience: 4.21
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 53 | Clone: 14 | Experience: 4.26
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 53 | Clone: 15 | Experience: 4.32
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 53 | Clone: 16 | Experience: 4.38
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 53 | Clone: 17 | Experience: 4.43
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 53 | Clone: 18 | Experience: 4.49
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 53 | Clone: 19 | Experience: 4.55
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 53 | Clone: 20 | Experience: 4.61
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 53 | Clone: 21 | Experience: 4.66
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 53 | Clone: 22 | Experience: 4.72
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 53 | Clone: 23 | Experience: 4.78
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 53 | Clone: 24 | Experience: 4.83
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 53 | Clone: 25 | Experience: 4.89
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 53 | Clone: 26 | Experience: 4.95
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 53 | Clone: 27 | Experience: 5.01
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 53 | Clone: 28 | Experience: 5.06
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 53 | Clone: 29 | Experience: 5.12
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 53 | Clone: 30 | Experience: 5.18
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 54 | Clone: 0 | Experience: 3.47
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 54 | Clone: 1 | Experience: 3.53
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 54 | Clone: 2 | Experience: 3.59
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 54 | Clone: 3 | Experience: 3.65
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 54 | Clone: 4 | Experience: 3.7
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 54 | Clone: 5 | Experience: 3.76
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 54 | Clone: 6 | Experience: 3.82
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 54 | Clone: 7 | Experience: 3.87
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 54 | Clone: 8 | Experience: 3.93
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 54 | Clone: 9 | Experience: 3.99
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 54 | Clone: 10 | Experience: 4.05
Hatch: LEVEL4 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 54 | Clone: 11 | Experience: 4.1
